ArrestSurrenderID,CaseMasterID,ArrestSurrenderTypeID,ArrestSurrenderDate,ArrestSurrenderStateId,ArrestSurrenderDistrictId,PoliceStationID,IOID,CourtID,AccusedMasterID,IsAccused,IsComplainantAccused
33162,37239,1,2022-05-28,1,17,127,1398,33,93211,1,0
33163,37240,1,2023-07-18,1,7,45,490,13,93213,1,0
33164,37241,1,2022-07-06,1,8,59,649,16,93216,1,0
33165,37242,1,2024-08-01,1,16,123,1348,32,93220,1,0
33166,37243,1,2024-06-06,1,29,232,2595,57,93225,1,0
33167,37243,2,2024-04-18,1,29,232,2595,57,93223,1,0
33168,37244,1,2025-09-02,1,13,98,1084,25,93226,1,0
33169,37245,1,2026-04-11,1,15,115,1279,29,93228,1,0
33170,37245,1,2026-04-12,1,15,115,1279,29,93229,1,0
33171,37246,2,2023-06-28,1,12,89,978,23,93232,1,0
33172,37247,1,2024-02-26,1,21,155,1689,42,93236,1,0
33173,37248,1,2023-06-03,1,12,86,939,24,93237,1,0
33174,37248,2,2023-05-26,1,12,86,939,24,93238,1,0
33175,37250,1,2024-04-22,1,25,194,2146,49,93241,1,0
33176,37252,2,2026-05-11,1,24,187,2071,47,93246,1,0
33177,37253,1,2023-04-19,1,24,188,2080,47,93248,1,0
33178,37255,2,2025-10-20,1,20,151,1645,40,93253,1,0
33179,37256,2,2026-04-12,1,6,39,434,11,93256,1,0
33180,37256,2,2026-04-23,1,6,39,434,11,93257,1,0
33181,37257,1,2025-12-02,1,15,111,1220,29,93260,1,0
33182,37258,2,2024-05-30,1,9,64,689,18,93262,1,0
33183,37258,1,2024-06-06,1,9,64,689,18,93263,1,0
33184,37259,1,2026-05-01,1,21,157,1712,42,93264,1,0
33185,37261,1,2026-02-14,1,3,23,263,6,93269,1,0
33186,37264,1,2025-08-31,1,11,80,878,22,93277,1,0
33187,37264,1,2025-08-31,1,11,80,878,22,93280,1,0
33188,37265,1,2023-08-30,1,7,43,472,14,93282,1,0
33189,37267,1,2023-06-19,1,25,198,2200,50,93287,1,0
33190,37267,1,2023-06-13,1,25,198,2200,50,93286,1,0
33191,37268,2,2024-02-29,1,27,216,2403,54,93291,1,0
33192,37268,1,2024-02-13,1,27,216,2403,54,93290,1,0
33193,37269,1,2022-04-05,1,6,40,443,11,93293,1,0
33194,37269,1,2022-05-17,1,6,40,443,11,93294,1,0
33195,37270,2,2022-06-21,1,19,140,1531,38,93298,1,0
33196,37271,1,2024-01-24,1,22,165,1790,44,93300,1,0
33197,37274,1,2023-03-26,1,27,209,2312,54,93305,1,0
33198,37278,1,2024-03-07,1,26,203,2248,52,93310,1,0
33199,37279,1,2023-07-26,1,12,85,931,23,93315,1,0
33200,37279,1,2023-06-22,1,12,85,931,23,93314,1,0
33201,37281,1,2024-03-30,1,10,74,815,20,93318,1,0
33202,37281,1,2024-03-25,1,10,74,815,20,93320,1,0
33203,37283,1,2022-12-25,1,26,205,2279,52,93322,1,0
33204,37284,1,2022-08-28,1,7,47,507,13,93326,1,0
33205,37284,1,2022-08-19,1,7,47,507,13,93324,1,0
33206,37285,1,2022-09-29,1,20,147,1596,40,93328,1,0
33207,37285,1,2022-09-17,1,20,147,1596,40,93327,1,0
33208,37287,2,2026-01-22,1,23,174,1900,46,93333,1,0
33209,37289,2,2024-09-14,1,27,210,2330,53,93342,1,0
33210,37291,1,2024-08-24,1,30,235,2628,59,93348,1,0
33211,37292,1,2026-05-02,1,4,26,281,7,93352,1,0
33212,37293,1,2026-01-29,1,9,65,706,18,93355,1,0
33213,37294,1,2026-01-28,1,27,209,2322,53,93359,1,0
33214,37296,1,2022-02-25,1,30,237,2647,59,93364,1,0
33215,37298,2,2024-10-12,1,11,81,897,21,93368,1,0
33216,37299,2,2024-09-28,1,1,4,35,1,93374,1,0
33217,37299,1,2024-09-15,1,1,4,35,1,93373,1,0
33218,37301,1,2025-03-30,1,18,135,1485,36,93378,1,0
33219,37301,1,2025-05-09,1,18,135,1485,36,93377,1,0
33220,37303,1,2024-03-08,1,9,65,714,17,93384,1,0
33221,37304,2,2025-01-22,1,16,119,1315,31,93386,1,0
33222,37304,1,2025-01-19,1,16,119,1315,31,93385,1,0
33223,37306,1,2022-04-30,1,28,220,2448,55,93390,1,0
33224,37308,1,2026-06-07,1,29,226,2512,58,93394,1,0
33225,37309,2,2022-08-24,1,8,55,608,16,93398,1,0
33226,37311,2,2026-03-23,1,15,114,1261,30,93404,1,0
33227,37313,1,2024-09-14,1,2,18,201,4,93410,1,0
33228,37314,1,2022-04-10,1,28,219,2434,56,93412,1,0
33229,37315,1,2023-09-03,1,13,95,1046,25,93414,1,0
33230,37316,1,2022-07-10,1,3,23,253,6,93415,1,0
33231,37317,1,2025-10-25,1,20,150,1634,40,93416,1,0
33232,37318,2,2023-12-28,1,4,27,302,8,93417,1,0
33233,37318,1,2023-12-09,1,4,27,302,8,93419,1,0
33234,37319,1,2024-06-24,1,21,157,1714,41,93423,1,0
33235,37319,1,2024-05-25,1,21,157,1714,41,93420,1,0
33236,37321,1,2022-06-11,1,8,53,576,16,93428,1,0
33237,37321,2,2022-06-18,1,8,53,576,16,93427,1,0
33238,37322,1,2023-12-09,1,12,87,955,24,93431,1,0
33239,37322,1,2023-12-02,1,12,87,955,24,93429,1,0
33240,37323,1,2022-07-30,1,24,189,2088,47,93433,1,0
33241,37324,1,2025-07-01,1,15,115,1272,30,93436,1,0
33242,37327,1,2025-01-11,1,18,133,1460,36,93444,1,0
33243,37328,1,2024-06-06,1,19,141,1544,37,93446,1,0
33244,37328,1,2024-06-08,1,19,141,1544,37,93445,1,0
33245,37330,1,2026-04-27,1,13,97,1070,26,93452,1,0
33246,37331,1,2023-01-18,1,31,242,2696,61,93456,1,0
33247,37331,2,2023-01-19,1,31,242,2696,61,93455,1,0
33248,37333,2,2024-07-08,1,13,97,1063,26,93461,1,0
33249,37334,1,2024-01-13,1,6,41,460,12,93465,1,0
33250,37334,2,2023-12-15,1,6,41,460,12,93463,1,0
33251,37336,1,2026-02-18,1,24,183,2013,48,93470,1,0
33252,37337,2,2026-06-25,1,24,182,1997,47,93471,1,0
33253,37337,1,2026-06-06,1,24,182,1997,47,93472,1,0
33254,37339,1,2024-01-21,1,17,127,1394,34,93476,1,0
33255,37340,1,2026-06-28,1,14,103,1133,28,93477,1,0
33256,37342,1,2026-02-07,1,16,122,1337,31,93480,1,0
33257,37344,2,2023-02-16,1,27,215,2388,53,93487,1,0
33258,37346,1,2025-02-27,1,8,54,591,15,93491,1,0
33259,37346,1,2025-01-31,1,8,54,591,15,93492,1,0
33260,37347,1,2025-05-03,1,15,112,1232,29,93495,1,0
33261,37348,1,2024-06-03,1,8,52,564,16,93497,1,0
33262,37348,1,2024-05-04,1,8,52,564,16,93498,1,0
33263,37349,2,2025-09-10,1,11,78,855,22,93500,1,0
33264,37350,2,2026-05-19,1,22,164,1776,44,93501,1,0
33265,37350,1,2026-06-09,1,22,164,1776,44,93503,1,0
33266,37351,1,2026-02-21,1,26,206,2297,52,93506,1,0
33267,37352,1,2022-06-26,1,17,128,1418,34,93510,1,0
33268,37352,1,2022-05-02,1,17,128,1418,34,93509,1,0
33269,37354,1,2025-01-30,1,17,127,1397,33,93516,1,0
33270,37355,1,2025-02-07,1,30,237,2650,59,93518,1,0
33271,37356,1,2024-08-30,1,6,39,434,12,93521,1,0
33272,37358,2,2025-04-11,1,29,230,2561,58,93528,1,0
33273,37363,1,2025-03-27,1,30,236,2632,59,93539,1,0
33274,37365,1,2025-07-03,1,30,235,2616,59,93542,1,0
33275,37366,2,2022-09-20,1,21,158,1730,42,93543,1,0
33276,37367,1,2022-07-15,1,2,17,192,3,93546,1,0
33277,37367,2,2022-08-13,1,2,17,192,3,93547,1,0
33278,37369,1,2024-10-10,1,30,236,2631,59,93553,1,0
33279,37370,1,2022-12-30,1,28,221,2457,56,93555,1,0
33280,37370,1,2022-11-21,1,28,221,2457,56,93556,1,0
33281,37371,1,2023-08-28,1,2,15,167,4,93560,1,0
33282,37371,1,2023-07-23,1,2,15,167,4,93558,1,0
33283,37372,2,2026-02-01,1,13,97,1072,26,93561,1,0
33284,37376,1,2026-01-21,1,31,240,2681,61,93570,1,0
33285,37376,1,2026-01-19,1,31,240,2681,61,93572,1,0
33286,37377,1,2023-10-30,1,7,47,512,14,93574,1,0
33287,37378,2,2023-06-03,1,21,159,1739,42,93576,1,0
33288,37378,2,2023-05-25,1,21,159,1739,42,93577,1,0
33289,37380,1,2022-08-20,1,23,179,1976,45,93581,1,0
33290,37381,1,2023-01-10,1,2,14,157,3,93582,1,0
33291,37382,1,2025-03-13,1,27,211,2333,54,93585,1,0
33292,37383,1,2026-05-23,1,20,152,1658,39,93590,1,0
33293,37385,1,2026-06-11,1,2,14,157,3,93595,1,0
33294,37387,1,2025-05-29,1,14,100,1087,27,93597,1,0
33295,37388,1,2022-10-11,1,7,44,481,14,93600,1,0
33296,37388,1,2022-09-17,1,7,44,481,14,93599,1,0
33297,37390,1,2025-03-02,1,21,154,1666,41,93608,1,0
33298,37390,1,2025-02-14,1,21,154,1666,41,93606,1,0
33299,37393,1,2024-03-07,1,4,27,302,7,93615,1,0
33300,37397,2,2023-07-31,1,6,41,447,12,93627,1,0
33301,37398,1,2024-04-14,1,18,133,1459,36,93628,1,0
33302,37399,1,2023-04-29,1,29,230,2553,58,93629,1,0
33303,37400,1,2026-02-13,1,17,129,1424,34,93630,1,0
33304,37400,1,2026-02-21,1,17,129,1424,34,93632,1,0
33305,37404,1,2022-07-10,1,22,169,1845,43,93641,1,0
33306,37405,1,2025-05-15,1,17,130,1435,33,93645,1,0
33307,37405,1,2025-05-26,1,17,130,1435,33,93644,1,0
33308,37406,2,2026-04-07,1,24,188,2082,47,93646,1,0
33309,37407,1,2022-12-18,1,18,138,1520,36,93648,1,0
33310,37409,1,2025-11-29,1,29,231,2576,57,93651,1,0
33311,37410,2,2026-04-24,1,25,200,2228,49,93655,1,0
33312,37410,1,2026-04-04,1,25,200,2228,49,93652,1,0
33313,37411,1,2023-06-03,1,24,189,2089,48,93656,1,0
33314,37411,1,2023-06-03,1,24,189,2089,48,93658,1,0
33315,37412,1,2025-04-04,1,28,219,2420,56,93660,1,0
33316,37413,2,2022-11-03,1,7,47,515,13,93661,1,0
33317,37414,1,2023-07-04,1,8,58,633,15,93662,1,0
33318,37417,1,2023-01-05,1,25,198,2196,50,93667,1,0
33319,37417,1,2023-01-16,1,25,198,2196,50,93668,1,0
33320,37420,1,2023-09-08,1,24,189,2097,48,93675,1,0
33321,37421,1,2025-04-02,1,5,36,404,10,93678,1,0
33322,37421,1,2025-03-24,1,5,36,404,10,93680,1,0
33323,37422,1,2026-03-11,1,8,53,575,16,93681,1,0
33324,37422,1,2026-02-28,1,8,53,575,16,93682,1,0
33325,37423,1,2026-03-20,1,13,98,1086,26,93683,1,0
33326,37425,1,2022-08-12,1,18,133,1463,36,93688,1,0
33327,37425,1,2022-09-08,1,18,133,1463,36,93689,1,0
33328,37428,2,2026-04-17,1,1,3,26,1,93699,1,0
33329,37428,1,2026-04-02,1,1,3,26,1,93700,1,0
33330,37429,1,2022-11-12,1,17,129,1421,34,93701,1,0
33331,37429,1,2022-11-11,1,17,129,1421,34,93702,1,0
33332,37430,2,2024-04-20,1,4,28,314,7,93705,1,0
33333,37430,1,2024-05-13,1,4,28,314,7,93704,1,0
33334,37431,1,2024-07-15,1,28,220,2447,56,93709,1,0
33335,37431,1,2024-08-07,1,28,220,2447,56,93708,1,0
33336,37433,1,2022-08-06,1,9,65,714,17,93713,1,0
33337,37434,1,2023-04-07,1,19,141,1539,38,93715,1,1
33338,37434,1,2023-03-17,1,19,141,1539,38,93716,1,0
33339,37435,1,2023-03-23,1,18,137,1507,35,93717,1,0
33340,37436,2,2026-03-07,1,10,75,829,20,93718,1,0
33341,37438,1,2024-06-28,1,27,214,2376,53,93726,1,0
33342,37438,1,2024-05-16,1,27,214,2376,53,93725,1,0
33343,37439,2,2024-04-13,1,6,39,424,12,93727,1,0
33344,37440,2,2024-06-26,1,12,86,947,24,93732,1,0
33345,37440,1,2024-05-23,1,12,86,947,24,93731,1,0
33346,37442,1,2022-05-02,1,14,102,1127,27,93737,1,0
33347,37442,1,2022-05-23,1,14,102,1127,27,93736,1,0
33348,37444,1,2025-11-27,1,14,100,1099,27,93741,1,0
33349,37445,1,2025-12-23,1,13,98,1086,25,93744,1,0
33350,37445,1,2025-12-03,1,13,98,1086,25,93745,1,0
33351,37446,1,2022-07-22,1,30,234,2602,59,93747,1,0
33352,37447,1,2026-06-05,1,15,116,1288,30,93748,1,0
33353,37448,2,2022-07-30,1,4,25,273,8,93749,1,0
33354,37449,1,2024-08-27,1,5,31,332,10,93750,1,0
33355,37451,2,2026-02-15,1,23,177,1938,46,93753,1,0
33356,37452,1,2026-01-18,1,23,178,1962,45,93754,1,0
33357,37455,1,2024-03-26,1,3,22,242,5,93760,1,0
33358,37462,2,2026-03-29,1,27,213,2361,54,93777,1,0
33359,37462,1,2026-04-18,1,27,213,2361,54,93778,1,0
33360,37463,1,2022-02-14,1,13,95,1042,26,93779,1,0
33361,37464,1,2026-04-09,1,7,45,482,13,93780,1,0
33362,37466,1,2026-04-03,1,13,95,1040,25,93783,1,0
33363,37466,1,2026-03-17,1,13,95,1040,25,93784,1,0
33364,37467,2,2024-04-14,1,11,78,861,21,93787,1,0
33365,37469,1,2022-01-15,1,5,32,349,10,93790,1,0
33366,37470,1,2025-03-03,1,1,3,27,2,93793,1,0
33367,37471,1,2026-05-02,1,18,135,1489,36,93799,1,0
33368,37471,2,2026-05-25,1,18,135,1489,36,93798,1,0
33369,37472,1,2026-06-09,1,30,236,2634,59,93801,1,0
33370,37475,1,2023-03-31,1,28,221,2460,55,93808,1,0
33371,37475,1,2023-05-05,1,28,221,2460,55,93810,1,0
33372,37476,1,2026-01-25,1,28,220,2449,55,93813,1,0
33373,37478,1,2025-06-17,1,23,180,1986,46,93816,1,0
33374,37479,2,2024-05-26,1,16,125,1390,31,93820,1,0
33375,37479,2,2024-06-16,1,16,125,1390,31,93822,1,0
33376,37482,1,2024-10-21,1,24,186,2060,47,93829,1,0
33377,37482,1,2024-10-01,1,24,186,2060,47,93830,1,0
33378,37483,1,2022-10-19,1,11,81,890,21,93832,1,0
33379,37485,1,2023-04-01,1,21,155,1691,42,93837,1,0
33380,37486,1,2025-06-26,1,26,202,2240,52,93841,1,0
33381,37486,1,2025-05-31,1,26,202,2240,52,93842,1,0
33382,37487,2,2023-04-11,1,1,2,18,1,93846,1,0
33383,37489,1,2023-01-21,1,28,220,2448,55,93849,1,0
33384,37490,1,2024-01-30,1,24,184,2015,48,93851,1,0
33385,37491,2,2023-07-03,1,10,69,750,20,93854,1,0
33386,37492,2,2023-01-15,1,15,114,1251,29,93858,1,0
33387,37493,1,2022-09-17,1,15,116,1290,30,93860,1,0
33388,37493,2,2022-11-05,1,15,116,1290,30,93861,1,0
33389,37494,1,2023-06-23,1,6,41,451,11,93864,1,0
33390,37496,1,2026-06-20,1,17,129,1426,34,93867,1,0
33391,37497,1,2026-05-06,1,29,224,2481,57,93870,1,0
33392,37498,1,2024-12-23,1,3,21,227,6,93872,1,0
33393,37498,2,2024-12-09,1,3,21,227,6,93873,1,0
33394,37500,1,2023-03-24,1,7,47,511,13,93880,1,0
33395,37502,1,2026-01-05,1,18,137,1508,36,93886,1,0
33396,37502,1,2026-01-23,1,18,137,1508,36,93883,1,0
33397,37503,1,2023-10-10,1,27,210,2326,54,93889,1,0
33398,37505,1,2025-11-21,1,28,222,2469,56,93894,1,0
33399,37505,2,2025-11-14,1,28,222,2469,56,93897,1,0
33400,37506,1,2026-03-11,1,28,221,2452,56,93901,1,0
33401,37510,1,2022-10-14,1,20,151,1649,39,93914,1,0
33402,37511,1,2022-10-19,1,12,89,982,24,93917,1,0
33403,37513,1,2023-09-10,1,23,175,1908,46,93924,1,0
33404,37513,2,2023-09-09,1,23,175,1908,46,93921,1,0
33405,37514,2,2024-09-20,1,9,66,723,18,93926,1,0
33406,37515,1,2025-03-10,1,20,152,1656,40,93927,1,0
33407,37518,1,2023-07-28,1,30,234,2603,59,93935,1,0
33408,37520,1,2023-06-30,1,21,155,1684,41,93938,1,0
33409,37521,1,2026-04-22,1,7,45,485,14,93939,1,0
33410,37522,1,2024-01-07,1,14,100,1096,27,93941,1,0
33411,37522,2,2024-01-21,1,14,100,1096,27,93940,1,0
33412,37523,2,2024-03-15,1,14,107,1195,28,93943,1,0
33413,37524,1,2024-04-17,1,30,234,2612,59,93946,1,0
33414,37526,1,2023-08-30,1,31,241,2688,61,93949,1,0
33415,37526,1,2023-10-10,1,31,241,2688,61,93950,1,0
33416,37527,1,2026-03-02,1,5,33,357,9,93952,1,0
33417,37527,1,2026-03-01,1,5,33,357,9,93951,1,0
33418,37528,1,2023-02-10,1,19,141,1546,38,93954,1,0
33419,37529,1,2022-05-22,1,22,161,1754,44,93955,1,0
33420,37530,1,2024-03-07,1,9,62,672,18,93959,1,0
33421,37530,1,2024-03-11,1,9,62,672,18,93957,1,0
33422,37531,1,2023-07-27,1,1,5,50,1,93960,1,0
33423,37532,1,2022-10-03,1,13,95,1039,26,93961,1,0
33424,37534,1,2025-11-29,1,26,205,2285,51,93964,1,0
33425,37534,1,2025-11-13,1,26,205,2285,51,93965,1,0
33426,37543,2,2025-11-20,1,20,152,1660,40,93984,1,0
33427,37544,1,2023-01-31,1,26,207,2304,51,93987,1,1
33428,37544,1,2023-02-06,1,26,207,2304,51,93985,1,0
33429,37545,1,2026-04-11,1,7,45,483,14,93989,1,0
33430,37547,1,2022-05-13,1,15,113,1246,29,93996,1,0
33431,37547,2,2022-05-18,1,15,113,1246,29,93997,1,0
33432,37549,1,2026-06-04,1,13,97,1070,26,94001,1,0
33433,37549,2,2026-05-12,1,13,97,1070,26,94003,1,0
33434,37553,2,2026-05-25,1,23,172,1870,45,94011,1,0
33435,37554,2,2026-02-23,1,5,31,339,9,94017,1,0
33436,37554,1,2025-12-29,1,5,31,339,9,94016,1,0
33437,37555,1,2026-04-23,1,20,150,1636,39,94022,1,0
33438,37557,1,2023-11-04,1,25,196,2176,49,94026,1,0
33439,37558,1,2023-08-01,1,27,212,2343,53,94027,1,0
33440,37559,1,2022-09-19,1,26,204,2271,52,94032,1,0
33441,37559,1,2022-08-16,1,26,204,2271,52,94030,1,0
33442,37563,1,2026-05-09,1,16,121,1327,32,94041,1,0
33443,37565,1,2026-04-28,1,14,107,1199,28,94048,1,0
33444,37565,1,2026-04-23,1,14,107,1199,28,94049,1,0
33445,37566,1,2023-11-23,1,19,142,1558,37,94050,1,0
33446,37570,2,2026-05-31,1,27,213,2361,53,94061,1,0
33447,37573,1,2023-01-28,1,26,206,2293,51,94064,1,0
33448,37576,1,2023-12-24,1,20,145,1577,39,94069,1,0
33449,37577,1,2025-12-08,1,31,242,2694,62,94073,1,0
33450,37578,1,2026-06-28,1,27,214,2375,53,94075,1,0
33451,37578,1,2026-05-28,1,27,214,2375,53,94074,1,0
33452,37579,1,2022-06-13,1,24,189,2096,47,94079,1,0
33453,37579,1,2022-05-31,1,24,189,2096,47,94077,1,0
33454,37580,1,2024-08-01,1,26,205,2282,51,94082,1,0
33455,37581,1,2026-02-23,1,25,200,2219,49,94083,1,0
33456,37582,1,2026-05-23,1,8,51,553,15,94086,1,0
33457,37584,1,2023-06-23,1,14,100,1095,28,94091,1,0
33458,37584,1,2023-07-16,1,14,100,1095,28,94093,1,0
33459,37585,1,2023-04-20,1,17,128,1408,33,94094,1,0
33460,37586,1,2022-03-29,1,16,122,1341,32,94095,1,0
33461,37587,1,2024-08-13,1,27,211,2335,53,94099,1,0
33462,37589,1,2022-08-13,1,3,22,237,6,94104,1,0
33463,37589,1,2022-07-28,1,3,22,237,6,94106,1,0
33464,37590,1,2025-11-13,1,14,108,1204,28,94107,1,0
33465,37592,1,2025-08-20,1,13,98,1078,26,94113,1,0
33466,37594,1,2026-06-28,1,9,63,679,18,94119,1,0
33467,37594,2,2026-06-28,1,9,63,679,18,94118,1,0
33468,37596,1,2026-02-17,1,30,235,2617,60,94125,1,0
33469,37596,2,2026-02-15,1,30,235,2617,60,94123,1,0
33470,37597,2,2022-06-03,1,9,62,665,17,94129,1,0
33471,37597,1,2022-04-21,1,9,62,665,17,94128,1,0
33472,37599,1,2025-01-13,1,16,120,1320,31,94135,1,0
33473,37599,1,2025-01-05,1,16,120,1320,31,94133,1,0
33474,37601,1,2025-06-03,1,25,196,2180,50,94141,1,0
33475,37601,1,2025-06-16,1,25,196,2180,50,94140,1,0
33476,37603,2,2022-12-29,1,15,114,1260,29,94147,1,0
33477,37604,1,2026-02-26,1,9,66,718,18,94149,1,0
33478,37604,1,2026-02-22,1,9,66,718,18,94151,1,0
33479,37605,1,2026-05-18,1,13,98,1075,25,94154,1,0
33480,37606,1,2026-06-28,1,6,40,439,12,94158,1,0
33481,37607,1,2024-03-31,1,10,73,808,19,94161,1,0
33482,37607,1,2024-02-21,1,10,73,808,19,94159,1,0
33483,37609,1,2025-03-27,1,16,120,1318,31,94166,1,0
33484,37612,1,2026-06-28,1,22,166,1818,43,94173,1,0
33485,37612,1,2026-06-28,1,22,166,1818,43,94174,1,0
33486,37613,1,2023-10-07,1,12,92,1016,23,94175,1,0
33487,37614,1,2025-01-06,1,14,105,1166,28,94177,1,0
33488,37614,1,2024-12-15,1,14,105,1166,28,94178,1,0
33489,37616,2,2024-05-01,1,14,106,1192,27,94183,1,0
33490,37617,1,2023-08-26,1,16,120,1317,32,94186,1,0
33491,37618,1,2026-05-31,1,17,128,1407,33,94189,1,0
33492,37619,1,2026-06-28,1,30,236,2635,60,94192,1,0
33493,37619,1,2026-06-28,1,30,236,2635,60,94191,1,0
33494,37620,1,2022-03-18,1,29,225,2495,58,94195,1,0
33495,37622,1,2022-11-05,1,23,179,1971,45,94199,1,0
33496,37624,2,2025-11-06,1,30,236,2638,59,94204,1,0
33497,37624,1,2025-11-27,1,30,236,2638,59,94207,1,0
33498,37627,2,2026-06-28,1,21,155,1684,42,94212,1,0
33499,37627,1,2026-06-27,1,21,155,1684,42,94213,1,0
33500,37628,2,2023-09-25,1,17,129,1419,33,94214,1,0
33501,37629,1,2022-08-28,1,15,113,1246,30,94215,1,0
33502,37629,1,2022-07-25,1,15,113,1246,30,94216,1,0
33503,37630,1,2024-03-25,1,16,123,1354,32,94220,1,0
33504,37631,1,2026-05-19,1,19,140,1537,38,94223,1,0
33505,37632,1,2022-07-28,1,24,188,2079,47,94227,1,0
33506,37632,1,2022-07-08,1,24,188,2079,47,94226,1,0
33507,37633,1,2026-02-15,1,6,39,432,11,94228,1,0
33508,37635,1,2024-05-19,1,13,95,1045,26,94233,1,0
33509,37635,1,2024-05-10,1,13,95,1045,26,94232,1,0
33510,37637,2,2025-01-29,1,31,239,2658,61,94235,1,0
33511,37637,1,2025-01-13,1,31,239,2658,61,94236,1,0
33512,37638,2,2026-05-20,1,30,236,2633,59,94238,1,0
33513,37639,1,2023-06-10,1,21,154,1682,42,94241,1,0
33514,37639,1,2023-05-11,1,21,154,1682,42,94240,1,0
33515,37640,1,2024-01-11,1,16,119,1315,32,94245,1,0
33516,37641,2,2024-05-22,1,20,148,1606,39,94246,1,0
33517,37644,1,2025-06-10,1,2,16,185,4,94256,1,0
33518,37644,1,2025-04-21,1,2,16,185,4,94255,1,0
33519,37645,1,2023-10-23,1,26,202,2232,51,94258,1,0
33520,37647,1,2023-03-07,1,15,114,1251,30,94261,1,0
33521,37648,2,2026-06-05,1,3,20,214,6,94263,1,0
33522,37649,1,2025-11-18,1,4,25,267,8,94267,1,0
33523,37650,1,2026-03-16,1,26,206,2299,52,94272,1,0
33524,37651,1,2025-12-14,1,6,38,419,12,94274,1,0
33525,37652,2,2023-01-24,1,9,64,694,17,94275,1,0
33526,37654,1,2023-04-20,1,29,229,2550,57,94282,1,0
33527,37655,1,2022-04-16,1,27,210,2324,54,94284,1,0
33528,37656,1,2024-05-16,1,3,20,220,6,94285,1,0
33529,37658,1,2026-04-15,1,1,9,102,1,94290,1,0
33530,37658,1,2026-05-24,1,1,9,102,1,94292,1,0
33531,37659,1,2022-04-19,1,8,50,542,15,94297,1,0
33532,37659,1,2022-04-10,1,8,50,542,15,94295,1,0
33533,37661,1,2023-02-14,1,18,137,1514,35,94301,1,0
33534,37662,2,2023-01-05,1,11,79,865,22,94302,1,0
33535,37663,2,2026-05-20,1,4,27,290,8,94303,1,0
33536,37663,2,2026-04-09,1,4,27,290,8,94305,1,0
33537,37664,1,2024-07-07,1,6,40,445,11,94306,1,0
33538,37665,1,2026-02-25,1,24,187,2070,47,94308,1,0
33539,37666,1,2024-03-30,1,22,167,1822,43,94312,1,0
33540,37666,1,2024-02-18,1,22,167,1822,43,94311,1,0
33541,37667,1,2024-01-13,1,13,96,1052,25,94315,1,0
33542,37667,1,2024-01-16,1,13,96,1052,25,94314,1,0
33543,37668,2,2022-10-22,1,29,226,2506,57,94318,1,0
33544,37668,2,2022-12-04,1,29,226,2506,57,94319,1,0
33545,37670,1,2024-11-19,1,4,27,294,7,94321,1,0
33546,37671,1,2025-10-23,1,11,77,842,21,94322,1,0
33547,37671,1,2025-09-03,1,11,77,842,21,94324,1,0
33548,37672,1,2026-05-23,1,14,105,1164,27,94326,1,0
33549,37673,2,2025-11-28,1,21,158,1721,41,94332,1,0
33550,37673,1,2025-12-24,1,21,158,1721,41,94330,1,0
33551,37674,1,2023-08-23,1,18,132,1456,35,94333,1,0
33552,37677,1,2022-01-29,1,17,129,1425,34,94338,1,0
33553,37679,2,2024-01-01,1,27,214,2377,54,94346,1,0
33554,37682,1,2026-03-16,1,31,242,2698,62,94355,1,0
33555,37684,1,2025-02-23,1,27,209,2316,53,94359,1,0
33556,37687,1,2024-02-05,1,12,89,977,24,94367,1,0
33557,37688,2,2024-03-09,1,16,121,1332,32,94369,1,0
33558,37689,1,2024-04-21,1,8,56,609,16,94371,1,0
33559,37694,1,2024-11-29,1,6,41,460,12,94384,1,0
33560,37694,1,2024-12-20,1,6,41,460,12,94386,1,0
33561,37695,1,2024-04-19,1,14,104,1157,28,94387,1,0
33562,37700,2,2024-10-07,1,12,86,944,24,94403,1,0
33563,37701,1,2026-04-23,1,24,182,2003,47,94407,1,0
33564,37701,1,2026-03-24,1,24,182,2003,47,94405,1,0
33565,37702,1,2023-02-06,1,16,125,1374,31,94408,1,0
33566,37703,1,2025-02-25,1,26,205,2285,51,94414,1,0
33567,37704,1,2024-08-19,1,15,113,1240,30,94418,1,0
33568,37707,1,2024-06-08,1,10,73,804,20,94425,1,0
33569,37708,2,2026-05-22,1,31,240,2672,62,94426,1,0
33570,37708,2,2026-05-31,1,31,240,2672,62,94427,1,0
33571,37709,1,2023-09-18,1,4,26,288,8,94429,1,0
33572,37709,1,2023-09-26,1,4,26,288,8,94428,1,0
33573,37710,1,2024-03-13,1,7,48,518,14,94431,1,0
33574,37710,2,2024-02-20,1,7,48,518,14,94430,1,0
33575,37711,1,2024-02-07,1,11,80,883,22,94434,1,0
33576,37712,1,2026-04-01,1,26,206,2301,51,94438,1,0
33577,37712,1,2026-03-26,1,26,206,2301,51,94437,1,0
33578,37715,2,2023-06-02,1,17,129,1420,33,94446,1,0
33579,37715,1,2023-06-17,1,17,129,1420,33,94445,1,0
33580,37716,1,2024-03-30,1,10,68,728,20,94449,1,0
33581,37717,2,2023-09-25,1,16,119,1312,31,94451,1,0
33582,37718,1,2024-08-19,1,16,122,1339,31,94452,1,0
33583,37720,1,2022-11-08,1,9,66,716,18,94456,1,0
33584,37721,2,2023-10-08,1,8,56,610,16,94458,1,0
33585,37722,1,2023-09-20,1,25,197,2189,49,94461,1,0
33586,37722,1,2023-11-12,1,25,197,2189,49,94462,1,0
